Entry,Message,SignTime_uS
5587,"t=22.80,h=35.44,p=1008.52",46369
5588,"t=22.80,h=35.45,p=1008.53",46319
5589,"t=22.80,h=35.45,p=1008.53",46319
5590,"t=22.80,h=35.44,p=1008.52",46319
5591,"t=22.80,h=35.44,p=1008.52",46310
5592,"t=22.80,h=35.47,p=1008.51",46324
5593,"t=22.80,h=35.47,p=1008.51",46317
5594,"t=22.80,h=35.43,p=1008.54",46327
5595,"t=22.80,h=35.43,p=1008.54",46315
5596,"t=22.80,h=35.42,p=1008.50",46332
5597,"t=22.80,h=35.42,p=1008.50",46321
5598,"t=22.80,h=35.44,p=1008.49",46322
5599,"t=22.80,h=35.44,p=1008.49",46315
5600,"t=22.80,h=35.44,p=1008.51",46315
5601,"t=22.80,h=35.44,p=1008.51",46329
5602,"t=22.80,h=35.44,p=1008.54",46318
5603,"t=22.80,h=35.44,p=1008.54",46337
5604,"t=22.80,h=35.43,p=1008.51",46311
5605,"t=22.80,h=35.43,p=1008.51",46322
5606,"t=22.80,h=35.45,p=1008.52",46320
5607,"t=22.80,h=35.45,p=1008.52",46310
5608,"t=22.80,h=35.45,p=1008.53",46310
5609,"t=22.80,h=35.45,p=1008.53",46323
5610,"t=22.81,h=35.45,p=1008.54",46325
5611,"t=22.81,h=35.45,p=1008.54",46334
5612,"t=22.80,h=35.44,p=1008.51",46326
5613,"t=22.80,h=35.44,p=1008.51",46374
5614,"t=22.80,h=35.43,p=1008.52",46325
5615,"t=22.80,h=35.43,p=1008.52",46313
5616,"t=22.80,h=35.43,p=1008.52",46324
5617,"t=22.80,h=35.43,p=1008.52",46312
5618,"t=22.80,h=35.43,p=1008.53",46324
5619,"t=22.80,h=35.43,p=1008.53",46312
5620,"t=22.80,h=35.43,p=1008.52",46321
5621,"t=22.80,h=35.43,p=1008.52",46313
5622,"t=22.80,h=35.43,p=1008.51",46321
5623,"t=22.80,h=35.43,p=1008.51",46318
5624,"t=22.80,h=35.43,p=1008.51",46321
5625,"t=22.80,h=35.43,p=1008.51",46320
5626,"t=22.80,h=35.43,p=1008.51",46322
5627,"t=22.80,h=35.43,p=1008.51",46313
5628,"t=22.80,h=35.43,p=1008.50",46314
5629,"t=22.80,h=35.43,p=1008.50",46325
5630,"t=22.80,h=35.43,p=1008.50",46311
5631,"t=22.78,h=35.43,p=1008.50",46321
5632,"t=22.78,h=35.43,p=1008.50",46321
5633,"t=22.80,h=35.43,p=1008.54",46321
5634,"t=22.80,h=35.43,p=1008.54",46315
5635,"t=22.80,h=35.43,p=1008.51",46321
5636,"t=22.80,h=35.43,p=1008.51",46313
5637,"t=22.81,h=35.43,p=1008.51",46320
5638,"t=22.81,h=35.43,p=1008.51",46314
5639,"t=22.80,h=35.43,p=1008.51",46327
5640,"t=22.80,h=35.43,p=1008.51",46312
5641,"t=22.80,h=35.44,p=1008.53",46340
5642,"t=22.80,h=35.44,p=1008.53",46313
5643,"t=22.80,h=35.44,p=1008.53",46320
5644,"t=22.80,h=35.44,p=1008.53",46324
5645,"t=22.80,h=35.45,p=1008.54",46319
5646,"t=22.80,h=35.45,p=1008.54",46323
5647,"t=22.80,h=35.43,p=1008.52",46316
5648,"t=22.80,h=35.43,p=1008.52",46319
5649,"t=22.81,h=35.43,p=1008.51",46309
5650,"t=22.81,h=35.43,p=1008.51",46322
5651,"t=22.80,h=35.42,p=1008.51",46307
5652,"t=22.80,h=35.42,p=1008.51",46324
5653,"t=22.80,h=35.42,p=1008.51",46310
5654,"t=22.80,h=35.42,p=1008.51",46315
5655,"t=22.80,h=35.44,p=1008.52",46310
5656,"t=22.80,h=35.44,p=1008.52",46337
5657,"t=22.81,h=35.45,p=1008.53",46330
5658,"t=22.81,h=35.45,p=1008.53",46333
5659,"t=22.81,h=35.42,p=1008.53",46326
5660,"t=22.81,h=35.42,p=1008.53",46322
5661,"t=22.81,h=35.45,p=1008.52",46327
5662,"t=22.81,h=35.45,p=1008.52",46331
5663,"t=22.81,h=35.44,p=1008.51",46312
5664,"t=22.81,h=35.44,p=1008.51",46316
5665,"t=22.81,h=35.44,p=1008.49",46320
5666,"t=22.81,h=35.44,p=1008.49",46314
5667,"t=22.81,h=35.44,p=1008.52",46331
5668,"t=22.81,h=35.44,p=1008.52",46320
5669,"t=22.80,h=35.44,p=1008.50",46338
5670,"t=22.80,h=35.44,p=1008.50",46313
5671,"t=22.80,h=35.44,p=1008.52",46317
5672,"t=22.80,h=35.44,p=1008.52",46320
5673,"t=22.80,h=35.44,p=1008.52",46317
5674,"t=22.80,h=35.44,p=1008.52",46323
5675,"t=22.80,h=35.44,p=1008.51",46317
5676,"t=22.80,h=35.44,p=1008.51",46329
5677,"t=22.80,h=35.44,p=1008.53",46319
5678,"t=22.80,h=35.44,p=1008.53",46326
5679,"t=22.81,h=35.45,p=1008.52",46316
5680,"t=22.81,h=35.45,p=1008.52",46327
5681,"t=22.81,h=35.45,p=1008.52",46316
5682,"t=22.80,h=35.44,p=1008.52",46322
5683,"t=22.80,h=35.44,p=1008.52",46311
5684,"t=22.81,h=35.43,p=1008.53",46315
5685,"t=22.81,h=35.43,p=1008.53",46325
5686,"t=22.80,h=35.44,p=1008.52",46363
5687,"t=22.80,h=35.44,p=1008.52",46323
5688,"t=22.80,h=35.43,p=1008.54",46313
5689,"t=22.80,h=35.43,p=1008.54",46322
5690,"t=22.81,h=35.43,p=1008.52",46320
5691,"t=22.81,h=35.43,p=1008.52",46324
5692,"t=22.80,h=35.44,p=1008.53",46319
5693,"t=22.80,h=35.44,p=1008.53",46324
5694,"t=22.81,h=35.43,p=1008.54",46311
5695,"t=22.81,h=35.43,p=1008.54",46324
5696,"t=22.80,h=35.43,p=1008.54",46315
5697,"t=22.80,h=35.43,p=1008.54",46321
5698,"t=22.80,h=35.43,p=1008.54",46329
5699,"t=22.80,h=35.43,p=1008.54",46317
5700,"t=22.80,h=35.43,p=1008.52",46311
5701,"t=22.80,h=35.43,p=1008.52",46313
5702,"t=22.80,h=35.45,p=1008.51",46325
5703,"t=22.80,h=35.45,p=1008.51",46317
5704,"t=22.81,h=35.44,p=1008.50",46325
5705,"t=22.81,h=35.44,p=1008.50",46313
5706,"t=22.80,h=35.45,p=1008.53",46320
5707,"t=22.80,h=35.45,p=1008.53",46315
5708,"t=22.80,h=35.43,p=1008.52",46319
5709,"t=22.80,h=35.43,p=1008.52",46317
5710,"t=22.80,h=35.44,p=1008.52",46310
5711,"t=22.80,h=35.44,p=1008.52",46315
5712,"t=22.80,h=35.39,p=1008.49",46319
5713,"t=22.80,h=35.39,p=1008.49",46326
5714,"t=22.80,h=35.43,p=1008.50",46311
5715,"t=22.80,h=35.43,p=1008.50",46322
5716,"t=22.79,h=35.44,p=1008.48",46311
5717,"t=22.79,h=35.44,p=1008.48",46318
5718,"t=22.80,h=35.44,p=1008.52",46321
5719,"t=22.80,h=35.44,p=1008.52",46309
5720,"t=22.80,h=35.44,p=1008.53",46314
5721,"t=22.80,h=35.44,p=1008.53",46355
5722,"t=22.80,h=35.44,p=1008.51",46345
5723,"t=22.80,h=35.44,p=1008.51",46325
5724,"t=22.80,h=35.44,p=1008.50",46313
5725,"t=22.80,h=35.44,p=1008.50",46311
5726,"t=22.80,h=35.44,p=1008.55",46330
5727,"t=22.80,h=35.44,p=1008.55",46315
5728,"t=22.81,h=35.44,p=1008.53",46319
5729,"t=22.81,h=35.44,p=1008.53",46323
5730,"t=22.80,h=35.44,p=1008.52",46318
5731,"t=22.80,h=35.44,p=1008.52",46318
5732,"t=22.80,h=35.44,p=1008.54",46331
5733,"t=22.81,h=35.44,p=1008.54",46316
5734,"t=22.81,h=35.44,p=1008.54",46319
5735,"t=22.80,h=35.42,p=1008.51",46311
5736,"t=22.80,h=35.42,p=1008.51",46316
5737,"t=22.80,h=35.45,p=1008.51",46315
5738,"t=22.80,h=35.45,p=1008.51",46326
5739,"t=22.81,h=35.41,p=1008.53",46314
5740,"t=22.81,h=35.41,p=1008.53",46315
5741,"t=22.81,h=35.43,p=1008.53",46321
5742,"t=22.81,h=35.43,p=1008.53",46313
5743,"t=22.80,h=35.44,p=1008.51",46326
5744,"t=22.80,h=35.44,p=1008.51",46324
5745,"t=22.81,h=35.43,p=1008.54",46312
5746,"t=22.81,h=35.43,p=1008.54",46311
5747,"t=22.81,h=35.45,p=1008.51",46330
5748,"t=22.81,h=35.45,p=1008.51",46316
5749,"t=22.81,h=35.47,p=1008.52",46321
5750,"t=22.81,h=35.47,p=1008.52",46311
5751,"t=22.80,h=35.44,p=1008.52",46321
5752,"t=22.80,h=35.44,p=1008.52",46314
5753,"t=22.81,h=35.44,p=1008.54",46369
5754,"t=22.81,h=35.44,p=1008.54",46326
5755,"t=22.79,h=35.44,p=1008.52",46322
5756,"t=22.79,h=35.44,p=1008.52",46317
5757,"t=22.81,h=35.44,p=1008.53",46369
5758,"t=22.81,h=35.44,p=1008.53",46321
5759,"t=22.81,h=35.47,p=1008.51",46316
5760,"t=22.81,h=35.47,p=1008.51",46318
5761,"t=22.82,h=35.45,p=1008.53",46318
5762,"t=22.82,h=35.45,p=1008.53",46329
5763,"t=22.81,h=35.44,p=1008.51",46325
5764,"t=22.81,h=35.44,p=1008.51",46328
5765,"t=22.80,h=35.45,p=1008.52",46311
5766,"t=22.80,h=35.45,p=1008.52",46322
5767,"t=22.81,h=35.45,p=1008.48",46315
5768,"t=22.81,h=35.45,p=1008.48",46323
5769,"t=22.81,h=35.47,p=1008.49",46309
5770,"t=22.81,h=35.47,p=1008.49",46307
5771,"t=22.81,h=35.44,p=1008.48",46322
5772,"t=22.81,h=35.44,p=1008.48",46306
5773,"t=22.81,h=35.45,p=1008.51",46331
5774,"t=22.81,h=35.45,p=1008.51",46317
5775,"t=22.81,h=35.44,p=1008.54",46321
5776,"t=22.81,h=35.44,p=1008.54",46312
5777,"t=22.81,h=35.44,p=1008.52",46329
5778,"t=22.81,h=35.44,p=1008.52",46326
5779,"t=22.81,h=35.44,p=1008.54",46322
5780,"t=22.81,h=35.44,p=1008.54",46317
5781,"t=22.79,h=35.45,p=1008.49",46319
5782,"t=22.79,h=35.45,p=1008.49",46308
5783,"t=22.79,h=35.45,p=1008.49",46314
5784,"t=22.82,h=35.47,p=1008.54",46318
5785,"t=22.82,h=35.47,p=1008.54",46312
5786,"t=22.82,h=35.47,p=1008.55",46329
5787,"t=22.82,h=35.47,p=1008.55",46355
5788,"t=22.81,h=35.44,p=1008.51",46324
5789,"t=22.81,h=35.44,p=1008.51",46325
5790,"t=22.81,h=35.45,p=1008.50",46310
5791,"t=22.81,h=35.45,p=1008.50",46307
5792,"t=22.81,h=35.45,p=1008.55",46322
5793,"t=22.81,h=35.45,p=1008.55",46322
5794,"t=22.81,h=35.45,p=1008.53",46322
5795,"t=22.81,h=35.45,p=1008.53",46321
5796,"t=22.81,h=35.47,p=1008.54",46323
5797,"t=22.81,h=35.47,p=1008.54",46317
5798,"t=22.81,h=35.45,p=1008.52",46314
5799,"t=22.81,h=35.45,p=1008.52",46330
5800,"t=22.81,h=35.45,p=1008.54",46311
5801,"t=22.81,h=35.45,p=1008.54",46322
5802,"t=22.82,h=35.45,p=1008.53",46318
5803,"t=22.82,h=35.45,p=1008.53",46328
5804,"t=22.82,h=35.47,p=1008.56",46317
5805,"t=22.82,h=35.47,p=1008.56",46325
5806,"t=22.82,h=35.47,p=1008.57",46316
5807,"t=22.82,h=35.47,p=1008.57",46320
5808,"t=22.81,h=35.47,p=1008.55",46310
5809,"t=22.81,h=35.47,p=1008.55",46318
5810,"t=22.81,h=35.44,p=1008.55",46310
5811,"t=22.81,h=35.44,p=1008.55",46344
5812,"t=22.82,h=35.48,p=1008.54",46322
5813,"t=22.82,h=35.48,p=1008.54",46316
5814,"t=22.82,h=35.47,p=1008.56",46320
5815,"t=22.82,h=35.47,p=1008.56",46315
5816,"t=22.82,h=35.48,p=1008.55",46318
5817,"t=22.82,h=35.48,p=1008.55",46306
5818,"t=22.82,h=35.48,p=1008.54",46326
5819,"t=22.82,h=35.48,p=1008.54",46323
5820,"t=22.81,h=35.48,p=1008.54",46316
5821,"t=22.81,h=35.48,p=1008.54",46321
5822,"t=22.82,h=35.49,p=1008.55",46319
5823,"t=22.82,h=35.49,p=1008.55",46314
5824,"t=22.80,h=35.49,p=1008.51",46317
5825,"t=22.80,h=35.49,p=1008.51",46312
5826,"t=22.82,h=35.49,p=1008.54",46308
5827,"t=22.82,h=35.49,p=1008.54",46321
5828,"t=22.79,h=35.50,p=1008.50",46312
5829,"t=22.79,h=35.50,p=1008.50",46323
5830,"t=22.82,h=35.50,p=1008.56",46312
5831,"t=22.82,h=35.50,p=1008.56",46322
5832,"t=22.82,h=35.51,p=1008.53",46315
5833,"t=22.82,h=35.51,p=1008.53",46319
5834,"t=22.82,h=35.51,p=1008.53",46313
5835,"t=22.82,h=35.51,p=1008.57",46323
5836,"t=22.82,h=35.51,p=1008.57",46323
5837,"t=22.82,h=35.54,p=1008.54",46323
5838,"t=22.82,h=35.54,p=1008.54",46310
5839,"t=22.81,h=35.52,p=1008.54",46343
5840,"t=22.81,h=35.52,p=1008.54",46321
5841,"t=22.82,h=35.51,p=1008.57",46314
5842,"t=22.82,h=35.51,p=1008.57",46329
5843,"t=22.82,h=35.51,p=1008.55",46318
5844,"t=22.82,h=35.51,p=1008.55",46319
5845,"t=22.81,h=35.54,p=1008.55",46318
5846,"t=22.81,h=35.54,p=1008.55",46324
5847,"t=22.83,h=35.54,p=1008.57",46317
5848,"t=22.83,h=35.54,p=1008.57",46320
5849,"t=22.82,h=35.54,p=1008.55",46313
5850,"t=22.82,h=35.54,p=1008.55",46319
5851,"t=22.82,h=35.56,p=1008.54",46320
5852,"t=22.82,h=35.56,p=1008.54",46318
5853,"t=22.82,h=35.55,p=1008.52",46334
5854,"t=22.82,h=35.55,p=1008.52",46333
5855,"t=22.83,h=35.54,p=1008.56",46320
5856,"t=22.83,h=35.54,p=1008.56",46365
5857,"t=22.82,h=35.55,p=1008.55",46322
5858,"t=22.82,h=35.55,p=1008.55",46322
5859,"t=22.82,h=35.56,p=1008.55",46319
5860,"t=22.82,h=35.56,p=1008.55",46320
5861,"t=22.82,h=35.55,p=1008.55",46323
5862,"t=22.82,h=35.55,p=1008.55",46314
5863,"t=22.82,h=35.55,p=1008.53",46320
5864,"t=22.82,h=35.55,p=1008.53",46308
5865,"t=22.81,h=35.56,p=1008.54",46335
5866,"t=22.81,h=35.56,p=1008.54",46322
5867,"t=22.81,h=35.56,p=1008.54",46331
5868,"t=22.81,h=35.56,p=1008.54",46321
5869,"t=22.82,h=35.55,p=1008.55",46313
5870,"t=22.82,h=35.55,p=1008.55",46327
5871,"t=22.82,h=35.54,p=1008.54",46313
5872,"t=22.82,h=35.54,p=1008.54",46321
5873,"t=22.82,h=35.55,p=1008.53",46311
5874,"t=22.82,h=35.55,p=1008.53",46317
5875,"t=22.82,h=35.55,p=1008.53",46307
5876,"t=22.82,h=35.55,p=1008.53",46321
5877,"t=22.83,h=35.55,p=1008.54",46309
5878,"t=22.83,h=35.55,p=1008.54",46318
5879,"t=22.82,h=35.55,p=1008.53",46314
5880,"t=22.82,h=35.55,p=1008.53",46315
5881,"t=22.82,h=35.55,p=1008.53",46311
5882,"t=22.82,h=35.55,p=1008.53",46329
5883,"t=22.82,h=35.55,p=1008.52",46336
5884,"t=22.82,h=35.55,p=1008.52",46372
5885,"t=22.82,h=35.55,p=1008.52",46339
5886,"t=22.82,h=35.57,p=1008.54",46333
5887,"t=22.82,h=35.57,p=1008.54",46324
5888,"t=22.82,h=35.55,p=1008.54",46325
5889,"t=22.82,h=35.55,p=1008.54",46328
5890,"t=22.82,h=35.55,p=1008.53",46307
5891,"t=22.82,h=35.55,p=1008.53",46320
5892,"t=22.82,h=35.51,p=1008.53",46311
5893,"t=22.82,h=35.51,p=1008.53",46320
5894,"t=22.82,h=35.51,p=1008.55",46309
5895,"t=22.82,h=35.51,p=1008.55",46328
5896,"t=22.82,h=35.52,p=1008.55",46316
5897,"t=22.82,h=35.52,p=1008.55",46313
5898,"t=22.81,h=35.50,p=1008.55",46331
5899,"t=22.81,h=35.50,p=1008.55",46319
5900,"t=22.81,h=35.54,p=1008.52",46322
5901,"t=22.81,h=35.54,p=1008.52",46316
5902,"t=22.82,h=35.50,p=1008.50",46325
5903,"t=22.82,h=35.50,p=1008.50",46325
5904,"t=22.82,h=35.50,p=1008.53",46325
5905,"t=22.82,h=35.50,p=1008.53",46318
5906,"t=22.82,h=35.49,p=1008.53",46319
5907,"t=22.82,h=35.49,p=1008.53",46320
5908,"t=22.82,h=35.50,p=1008.55",46312
5909,"t=22.82,h=35.50,p=1008.55",46323
5910,"t=22.81,h=35.48,p=1008.53",46349
5911,"t=22.81,h=35.48,p=1008.53",46320
5912,"t=22.82,h=35.48,p=1008.53",46314
5913,"t=22.82,h=35.48,p=1008.53",46312
5914,"t=22.82,h=35.48,p=1008.53",46315
5915,"t=22.82,h=35.48,p=1008.53",46330
5916,"t=22.82,h=35.48,p=1008.56",46304
5917,"t=22.82,h=35.48,p=1008.56",46310
5918,"t=22.82,h=35.44,p=1008.56",46307
5919,"t=22.82,h=35.44,p=1008.56",46327
5920,"t=22.82,h=35.49,p=1008.54",46307
5921,"t=22.82,h=35.49,p=1008.54",46313
5922,"t=22.81,h=35.48,p=1008.50",46312
5923,"t=22.81,h=35.48,p=1008.50",46314
5924,"t=22.82,h=35.48,p=1008.52",46323
5925,"t=22.82,h=35.48,p=1008.52",46317
5926,"t=22.82,h=35.48,p=1008.52",46326
5927,"t=22.82,h=35.48,p=1008.52",46314
5928,"t=22.82,h=35.48,p=1008.53",46325
5929,"t=22.82,h=35.48,p=1008.53",46323
5930,"t=22.82,h=35.47,p=1008.53",46323
5931,"t=22.82,h=35.47,p=1008.53",46316
5932,"t=22.82,h=35.48,p=1008.50",46318
5933,"t=22.82,h=35.48,p=1008.50",46316
5934,"t=22.82,h=35.48,p=1008.50",46318
5935,"t=22.82,h=35.48,p=1008.50",46314
5936,"t=22.82,h=35.48,p=1008.50",46320
5937,"t=22.81,h=35.48,p=1008.52",46311
5938,"t=22.81,h=35.48,p=1008.52",46311
5939,"t=22.82,h=35.45,p=1008.50",46323
5940,"t=22.82,h=35.45,p=1008.50",46315
5941,"t=22.81,h=35.48,p=1008.52",46320
5942,"t=22.81,h=35.48,p=1008.52",46317
5943,"t=22.80,h=35.49,p=1008.49",46314
5944,"t=22.80,h=35.49,p=1008.49",46308
5945,"t=22.81,h=35.44,p=1008.50",46326
5946,"t=22.81,h=35.44,p=1008.50",46313
5947,"t=22.82,h=35.48,p=1008.53",46325
5948,"t=22.82,h=35.48,p=1008.53",46314
5949,"t=22.81,h=35.47,p=1008.51",46329
5950,"t=22.81,h=35.47,p=1008.51",46313
5951,"t=22.82,h=35.47,p=1008.52",46327
5952,"t=22.82,h=35.47,p=1008.52",46343
5953,"t=22.82,h=35.48,p=1008.55",46308
5954,"t=22.82,h=35.48,p=1008.55",46321
5955,"t=22.82,h=35.45,p=1008.54",46317
5956,"t=22.82,h=35.45,p=1008.54",46329
5957,"t=22.82,h=35.46,p=1008.54",46312
5958,"t=22.82,h=35.46,p=1008.54",46319
5959,"t=22.82,h=35.45,p=1008.56",46308
5960,"t=22.82,h=35.45,p=1008.56",46316
5961,"t=22.82,h=35.46,p=1008.52",46324
5962,"t=22.82,h=35.46,p=1008.52",46306
5963,"t=22.82,h=35.47,p=1008.54",46314
5964,"t=22.82,h=35.47,p=1008.54",46315
5965,"t=22.82,h=35.47,p=1008.57",46316
5966,"t=22.82,h=35.47,p=1008.57",46316
5967,"t=22.82,h=35.48,p=1008.51",46328
5968,"t=22.82,h=35.48,p=1008.51",46313
5969,"t=22.82,h=35.46,p=1008.56",46318
5970,"t=22.82,h=35.46,p=1008.56",46311
5971,"t=22.82,h=35.46,p=1008.54",46320
5972,"t=22.82,h=35.46,p=1008.54",46325
5973,"t=22.82,h=35.46,p=1008.54",46319
5974,"t=22.82,h=35.46,p=1008.54",46309
5975,"t=22.83,h=35.46,p=1008.52",46318
5976,"t=22.83,h=35.46,p=1008.52",46309
5977,"t=22.82,h=35.44,p=1008.52",46324
5978,"t=22.82,h=35.44,p=1008.52",46311
5979,"t=22.82,h=35.44,p=1008.53",46316
5980,"t=22.82,h=35.44,p=1008.53",46310
5981,"t=22.82,h=35.44,p=1008.56",46317
5982,"t=22.82,h=35.44,p=1008.56",46318
5983,"t=22.82,h=35.44,p=1008.53",46313
5984,"t=22.82,h=35.44,p=1008.53",46311
5985,"t=22.82,h=35.44,p=1008.52",46316
5986,"t=22.82,h=35.44,p=1008.52",46320
5987,"t=22.82,h=35.44,p=1008.52",46312
5988,"t=22.82,h=35.46,p=1008.54",46324
5989,"t=22.82,h=35.46,p=1008.54",46312
5990,"t=22.82,h=35.43,p=1008.51",46340
5991,"t=22.82,h=35.43,p=1008.51",46337
5992,"t=22.82,h=35.44,p=1008.52",46310
5993,"t=22.82,h=35.44,p=1008.52",46313
5994,"t=22.82,h=35.45,p=1008.51",46320
5995,"t=22.82,h=35.45,p=1008.51",46329
5996,"t=22.82,h=35.44,p=1008.51",46307
5997,"t=22.82,h=35.44,p=1008.51",46313
5998,"t=22.66,h=35.48,p=1008.27",46315
5999,"t=22.66,h=35.48,p=1008.27",46332
6000,"t=22.82,h=35.44,p=1008.53",46314
6001,"t=22.82,h=35.44,p=1008.53",46323
6002,"t=22.82,h=35.41,p=1008.52",46309
6003,"t=22.82,h=35.41,p=1008.52",46320
6004,"t=22.82,h=35.43,p=1008.53",46325
6005,"t=22.82,h=35.43,p=1008.53",46311
6006,"t=22.82,h=35.44,p=1008.54",46326
6007,"t=22.82,h=35.44,p=1008.54",46325
6008,"t=22.83,h=35.44,p=1008.56",46308
6009,"t=22.83,h=35.44,p=1008.56",46311
6010,"t=22.82,h=35.44,p=1008.56",46322
6011,"t=22.82,h=35.44,p=1008.56",46358
6012,"t=22.82,h=35.41,p=1008.57",46324
6013,"t=22.82,h=35.41,p=1008.57",46322
6014,"t=22.82,h=35.42,p=1008.58",46317
6015,"t=22.82,h=35.42,p=1008.58",46320
6016,"t=22.82,h=35.43,p=1008.56",46323
6017,"t=22.82,h=35.43,p=1008.56",46310
6018,"t=22.82,h=35.45,p=1008.55",46325
6019,"t=22.82,h=35.45,p=1008.55",46315
6020,"t=22.82,h=35.43,p=1008.54",46326
6021,"t=22.82,h=35.43,p=1008.54",46315
6022,"t=22.81,h=35.43,p=1008.54",46319
6023,"t=22.81,h=35.43,p=1008.54",46311
6024,"t=22.82,h=35.43,p=1008.53",46312
6025,"t=22.82,h=35.43,p=1008.53",46326
6026,"t=22.82,h=35.43,p=1008.52",46320
6027,"t=22.82,h=35.43,p=1008.52",46313
6028,"t=22.82,h=35.43,p=1008.56",46309
6029,"t=22.82,h=35.43,p=1008.56",46319
6030,"t=22.82,h=35.43,p=1008.55",46309
6031,"t=22.82,h=35.43,p=1008.55",46321
6032,"t=22.82,h=35.43,p=1008.54",46314
6033,"t=22.82,h=35.43,p=1008.54",46324
6034,"t=22.82,h=35.43,p=1008.54",46322
6035,"t=22.82,h=35.43,p=1008.54",46325
6036,"t=22.82,h=35.43,p=1008.54",46318
6037,"t=22.83,h=35.41,p=1008.54",46315
6038,"t=22.83,h=35.41,p=1008.54",46349
6039,"t=22.82,h=35.43,p=1008.55",46321
6040,"t=22.82,h=35.43,p=1008.55",46308
6041,"t=22.82,h=35.42,p=1008.57",46317
6042,"t=22.82,h=35.42,p=1008.57",46322
6043,"t=22.82,h=35.44,p=1008.52",46315
6044,"t=22.82,h=35.44,p=1008.52",46321
6045,"t=22.81,h=35.45,p=1008.55",46309
6046,"t=22.81,h=35.45,p=1008.55",46324
6047,"t=22.82,h=35.46,p=1008.56",46307
6048,"t=22.82,h=35.46,p=1008.56",46321
6049,"t=22.82,h=35.45,p=1008.56",46321
6050,"t=22.82,h=35.45,p=1008.56",46320
6051,"t=22.82,h=35.46,p=1008.56",46305
6052,"t=22.82,h=35.46,p=1008.56",46313
6053,"t=22.83,h=35.43,p=1008.57",46318
6054,"t=22.83,h=35.43,p=1008.57",46307
6055,"t=22.83,h=35.47,p=1008.56",46323
6056,"t=22.83,h=35.47,p=1008.56",46323
6057,"t=22.83,h=35.44,p=1008.55",46329
6058,"t=22.83,h=35.44,p=1008.55",46318
6059,"t=22.81,h=35.45,p=1008.55",46320
6060,"t=22.81,h=35.45,p=1008.55",46319
6061,"t=22.82,h=35.47,p=1008.54",46305
6062,"t=22.82,h=35.47,p=1008.54",46314
6063,"t=22.82,h=35.47,p=1008.54",46313
6064,"t=22.82,h=35.47,p=1008.54",46310
6065,"t=22.82,h=35.47,p=1008.57",46325
6066,"t=22.82,h=35.47,p=1008.57",46314
6067,"t=22.82,h=35.47,p=1008.52",46320
6068,"t=22.82,h=35.47,p=1008.52",46328
6069,"t=22.82,h=35.45,p=1008.54",46321
6070,"t=22.82,h=35.45,p=1008.54",46327
6071,"t=22.82,h=35.48,p=1008.54",46314
6072,"t=22.82,h=35.48,p=1008.54",46326
6073,"t=22.81,h=35.47,p=1008.56",46308
6074,"t=22.81,h=35.47,p=1008.56",46321
6075,"t=22.82,h=35.47,p=1008.58",46318
6076,"t=22.82,h=35.47,p=1008.58",46327
6077,"t=22.81,h=35.47,p=1008.57",46312
6078,"t=22.81,h=35.47,p=1008.57",46320
6079,"t=22.82,h=35.47,p=1008.56",46315
6080,"t=22.82,h=35.47,p=1008.56",46322
6081,"t=22.82,h=35.47,p=1008.56",46327
6082,"t=22.82,h=35.47,p=1008.56",46315
6083,"t=22.82,h=35.47,p=1008.56",46323
6084,"t=22.82,h=35.47,p=1008.56",46327
6085,"t=22.82,h=35.45,p=1008.54",46314
6086,"t=22.82,h=35.45,p=1008.54",46324
6087,"t=22.82,h=35.47,p=1008.55",46327
6088,"t=22.82,h=35.47,p=1008.55",46324
6089,"t=22.82,h=35.47,p=1008.55",46327
6090,"t=22.82,h=35.47,p=1008.54",46313
6091,"t=22.82,h=35.47,p=1008.54",46314
6092,"t=22.82,h=35.47,p=1008.56",46311
6093,"t=22.82,h=35.47,p=1008.56",46332
6094,"t=22.82,h=35.48,p=1008.53",46310
6095,"t=22.82,h=35.48,p=1008.53",46348
6096,"t=22.82,h=35.46,p=1008.56",46317
6097,"t=22.82,h=35.46,p=1008.56",46305
6098,"t=22.79,h=35.46,p=1008.50",46325
6099,"t=22.79,h=35.46,p=1008.50",46316
6100,"t=22.82,h=35.47,p=1008.52",46331
6101,"t=22.82,h=35.47,p=1008.52",46318
6102,"t=22.81,h=35.45,p=1008.53",46330
6103,"t=22.81,h=35.45,p=1008.53",46322
6104,"t=22.81,h=35.47,p=1008.54",46325
6105,"t=22.81,h=35.47,p=1008.54",46343
6106,"t=22.82,h=35.48,p=1008.56",46319
6107,"t=22.82,h=35.48,p=1008.56",46311
6108,"t=22.81,h=35.47,p=1008.56",46308
6109,"t=22.81,h=35.47,p=1008.56",46316
6110,"t=22.81,h=35.43,p=1008.55",46362
6111,"t=22.81,h=35.43,p=1008.55",46321
6112,"t=22.81,h=35.48,p=1008.55",46313
6113,"t=22.81,h=35.48,p=1008.55",46316
6114,"t=22.82,h=35.47,p=1008.52",46322
6115,"t=22.82,h=35.47,p=1008.52",46326
6116,"t=22.82,h=35.47,p=1008.52",46317
6117,"t=22.82,h=35.47,p=1008.52",46325
6118,"t=22.81,h=35.48,p=1008.52",46312
6119,"t=22.81,h=35.48,p=1008.52",46350
6120,"t=22.82,h=35.46,p=1008.52",46320
6121,"t=22.82,h=35.46,p=1008.52",46348
6122,"t=22.82,h=35.48,p=1008.55",46320
6123,"t=22.82,h=35.48,p=1008.55",46305
